type_structure,nom,code_postal,ville,adresse,email,site_web,siret,telephone
Espace de vie sociale,EVS CAFE DES ENFANTS,96540,Marines,EVS CAFE DES ENFANTS 4 PLACE DU MARECHAL LECLERC 96540 Marines,placedesenfants@ouvaton.org,https://placedesenfants.ouvaton.org/,92464957700021,
Espace de vie sociale,EVS LA LANTERNE,95800,Cergy,EVS LA LANTERNE 2 avenue du jour 95800 Cergy,elise@collectif-la-lanterne.org,https://collectif-la-lanterne.org/,87764474000012,0134249491
Espace de vie sociale,EVS NOUVEL'R,95520,Osny,EVS NOUVEL'R RUE DE LA RAVINIERE 95520 Osny,c.boulesteix@ville-osny.fr,http://osny.fr,219 504 768 00124,0134254200
Espace de vie sociale,EVS BEAUCHAMP,95250,Beauchamp,EVS BEAUCHAMP 128 BIS CHAUSSEE JULES CESAR 95250 Beauchamp,evs@ville-beauchamp.fr,,26950023700012,
Espace de vie sociale,"LAC (Lieu Alternatif Cool, Connecté, Créatif, en Commun, Collaboratif, etc.)",92310,Sèvres,"LAC (Lieu Alternatif Cool, Connecté, Créatif, en Commun, Collaboratif, etc.) 12 rue Lecointre 92310 Sèvres",lacdesevres@gmail.com,http://www.lacdesevres.fr,849 801 196 00023,
Espace de vie sociale,MJC THEATRE DES 3 VALLEES,91120,Palaiseau,MJC THEATRE DES 3 VALLEES PARC DE L'HOTEL DE VILLE 91120 Palaiseau,acompleter@acompleter.fr,https://www.mjcpalaiseau.com/,78523139000010,
Espace de vie sociale,LA GRANDE OURSE,94800,Villejuif,LA GRANDE OURSE 22 RUE DU 11 NOVEMBRE 94800 Villejuif,lagrandeourse94@gmail.com,http://sans objet,829 645 183 00023,
Espace de vie sociale,EVS CONFLUENT DE TALENTS,78490,Méré,EVS CONFLUENT DE TALENTS SQUARE RAOUL BRETON 78490 Méré,confluentdetalents@gmail.com,http://www.confluentdetalents.com,921 938 759 00021,
Espace de vie sociale,EVS LA MARE DES NOUES,95130,Franconville,EVS LA MARE DES NOUES Rue de la mare des noues 95130 Franconville,isabelle.lelot@ville-franconville.fr,,21950252300018,
Espace de vie sociale,MAISON DE QUARTIER LE TROIS MATS,92340,Bourg-la-Reine,MAISON DE QUARTIER LE TROIS MATS 6 BOULEVARD CARNOT 92340 Bourg-la-Reine,zinedine.ammour@bourg-la-reine.fr,,,
Espace de vie sociale,Association Sociale Internationale de France- ASIF (EVS),93000,Bobigny,Association Sociale Internationale de France- ASIF (EVS) 2 CITE PAUL VAILLANT COUTURIER 93000 Bobigny,asif-in@outlook.fr,,,
Espace de vie sociale,ANTENNE DE QUARTIER GASTON LAURIAU,93100,Montreuil,ANTENNE DE QUARTIER GASTON LAURIAU 35 RUE GASTON LAURIAU 93100 Montreuil,magalie.pillal@montreuil.fr,,,
Espace de vie sociale,EVS DU LONDEAU,93130,Noisy-le-Sec,EVS DU LONDEAU 3 RUE JEAN GABIN 93130 Noisy-le-Sec,acompleter1@acompleter.fr,,,
Espace de vie sociale,ACCION ARTISTICA,93200,Saint-Denis,ACCION ARTISTICA 2 ALLEE DE L'ISLE ADAM 93200 Saint-Denis,accion@free.fr,,,
Espace de vie sociale,AVVEJ,93200,Saint-Denis,AVVEJ 12 IMPASSE FRANKIN 93200 Saint-Denis,m.hendouze@avvej.asso.fr,,,
Espace de vie sociale,LE CORDON,93400,Saint-Ouen-sur-Seine,LE CORDON 12 RUE EMILE CORDON 93400 Saint-Ouen-sur-Seine,mdqcordon@mairie-saint-ouen.fr,,,
Espace de vie sociale,EVS MUNICIPAL,93240,Stains,EVS MUNICIPAL 8-10 RUE ALBERT EINSTEIN 93240 Stains,acompleter2@acompleter.fr,,,
Espace de vie sociale,APCIS,93240,Stains,APCIS 4F AVENUE NELSON MANDELA 93240 Stains,apcis@apcis-association.fr,https://apcis-association.fr,38093562700048,
Espace de vie sociale,ACTIVES,91100,Corbeil-Essonnes,ACTIVES 21 avenue LEON BLUM 91100 Corbeil-Essonnes,actives.association@yahoo.fr,,42475911600025,
Espace de vie sociale,MAISON DU PROJET,94110,Arcueil,MAISON DU PROJET 33 RUE DANIELLE MITTERAND 94110 Arcueil,directionmdpchap@gmail.com,,903 316 362 00016,
Espace de vie sociale,LA CABANE DU QUARTIER,94110,Arcueil,LA CABANE DU QUARTIER 2 rue Auguste Delaune 94110 Arcueil,lacabane@lamaison.asso.fr,https://lamaison.centres-sociaux.fr/lacabaneduquartier/,523 074 052 00011,0141242810
Espace de vie sociale,LA ROULOTTE,77169,Chauffry,LA ROULOTTE 15 RUE DU PLESSIER 77169 Chauffry,desballestoncirque@free.fr,http://desballestoncirque.free.fr,52941782600011,
Espace de vie sociale,TIERS-LIEUX SIMONE SIGNORET,77185,Lognes,TIERS-LIEUX SIMONE SIGNORET 48 BOULEVARD DU SEGRAIS 77185 Lognes,tierslieu@mairie-lognes.fr,,,
Espace de vie sociale,CLUB DES JEUNES,77390,Ozouer-le-Voulgis,CLUB DES JEUNES 1 RUE DES MERISIERS 77390 Ozouer-le-Voulgis,club.des.jeunes.ozouerlevoulgis@orange.fr,,35184435200028,
Espace de vie sociale,L'OASIS,77470,Trilport,L'OASIS 5 RUE DU CHENE AU ROI 77470 Trilport,mathilde.martinez@trilport.fr,https://www.trilport.fr/ma-ville/loasis-trilport-fr/,21770475800010,0160097930
Espace de vie sociale,L'HIRONDELLE,77760,Ury,L'HIRONDELLE PLACE DU GENERAL DE GAULLE 77760 Ury,evshirondelleury@gmail.com,http://-,904 860 913 00014,
Espace de vie sociale,EVS MAISON DE QUARTIER DU VAL D'ARGENT NORD,95100,Argenteuil,EVS MAISON DE QUARTIER DU VAL D'ARGENT NORD 3 PLACE DE LA COMMUNE DE PARIS 95100 Argenteuil,sophia.bouchniba@ville-argenteuil.fr,,21950018800012,
Espace de vie sociale,EVS FOYER RURAL DE VETHEUIL,95510,Vétheuil,EVS FOYER RURAL DE VETHEUIL PLACE JEAN MOULIN 95510 Vétheuil,foyer-rural-vetheuil@orange.fr,https://www.foyer-rural-de-vetheuil.com/,320 990 682 00017,
Espace de vie sociale,REMONDE,77130,Montereau-Fault-Yonne,REMONDE 1 RUE DES PRES SAINT-MARTIN 77130 Montereau-Fault-Yonne,contact@re-monde.org,,,
Espace de vie sociale,INTER'VAL,78630,Orgeval,INTER'VAL 123 RUE DU DOCTEUR MAURIER 78630 Orgeval,audreydelarauze@mairie-orgeval.fr,,,
Espace de vie sociale,Espace de vie sociale (EVS) la Grange,75010,Paris 10e Arrondissement,Espace de vie sociale (EVS) la Grange 5 rue Louis Blanc 75010 Paris 10e Arrondissement,lagrange@lamaisonducanal.fr,http://lamaisonducanal.fr,51227430900024,0142014683
Espace de vie sociale,EVS TISSEUR DE LIENS,75014,Paris 14e Arrondissement,EVS TISSEUR DE LIENS 6 RUE HENRI BARBOUX 75014 Paris 14e Arrondissement,aurelien.mathieu@secours-catholique.org,,,
Espace de vie sociale,EVS BEAUREGARD,75002,Paris 2e Arrondissement,EVS BEAUREGARD 22 RUE DE BEAUREGARD 75002 Paris 2e Arrondissement,direction@regiepariscentre.org,https://regiepariscentre.org/,48753019800026,
Espace de vie sociale,EVS MAISON BELLIARD,75018,Paris 18e Arrondissement,EVS MAISON BELLIARD 145 RUE BELLIARD 75018 Paris 18e Arrondissement,direction.adjointe@maisonbleue-pm.org,,79394484400034,
Espace de vie sociale,LAB'CHAPELLE,75018,Paris 18e Arrondissement,LAB'CHAPELLE 9 ALLEE LEON BROCHART 75018 Paris 18e Arrondissement,laurent.vuidel@rivp.fr,,,
Espace de vie sociale,EVS LE CINEY 18,75018,Paris 18e Arrondissement,EVS LE CINEY 18 126 - 228 BOULEVARD NEY 75018 Paris 18e Arrondissement,joelle@lasierraprod.com,,,
Espace de vie sociale,EVS LA CROISEE DES LANGUES,75013,Paris 13e Arrondissement,EVS LA CROISEE DES LANGUES 11 RUE CAILLAUX 75013 Paris 13e Arrondissement,croiseedeslangues@gmail.com,https://croiseedeslangues.fr/,917 510 364 00032,
